ltl,en
~   ( purple room ) U ( red room ),avoid the purple room until after navigating to the red room .
F ( blue room ) & G ( second floor ),go to the blue room while staying on the second floor .
F ( landmark two ) & G ( purple room ),"while remaining within the purple room , go to landmark two ."
F ( landmark one ) & G ( green room ),go to landmark one without leaving green room .
F ( landmark two ) & G ( green room ),"proceed to landmark two , but never move outside of the green room ."
F ( green room & F ( yellow room ) ),go to the green room before going to the yellow room .
F ( second floor & F ( orange room ) ),go to the orange room through the second floor
F ( landmark two & ~  yellow room ),avoid the yellow room and go to landmark two
F ( red room & ~  landmark three ),avoid landmark three and go to the red room .
F ( landmark two ) & G ( blue room ),stay in the blue room to navigate to landmark two .
F ( landmark one & ~  blue room ),go to landmark one always avoiding the blue room .
~   ( red room ) U ( first floor ),"go to the second floor avoiding the red room . if you reached the first floor you can stay there , or head to the red room ."
F ( purple room & ~  yellow room ),go to the purple room without going to the yellow room
F ( landmark one & ~  blue room ),avoid the blue room and go to landmark one .
F ( red room & F ( purple room ) ),go through the red room before going to the purple room .
~   ( landmark one ) U ( landmark three ),avoid landmark one until navigating to landmark three .
F ( second floor & ~  purple room ),avoid the purple room and go to the second floor .
F ( third floor & F ( second floor ) ),visit the third floor then go to the second floor .
F ( second floor & F ( red room ) ),go from the second floor to the red room
F ( purple room & ~  landmark one ),always avoid landmark one and navigate to the purple room .
~   ( green room ) U ( landmark one ),go to landmark one avoiding the green room . then go to the green room or stay on landmark one .
~   ( yellow room ) U ( second floor ),"go to the second floor avoiding the yellow room . if you reached the second floor you can stay there , or head to the yellow room ."
F ( landmark one & F ( landmark two ) ),go to the landmark one before going to landmark two
~   ( landmark two ) U ( yellow room ),"go to the yellow room by avoiding landmark two. if you reached the yellow room , then you can proceed to landmark two ."
F ( yellow room & ~  landmark one ),avoid landmark one and move into the yellow room .
F ( orange room & ~  yellow room ),go to the orange room without going to the yellow room .
F ( landmark one & ~  purple room ),go to landmark one while always avoiding the purple room
~   ( landmark one ) U ( red room ),go to the red room avoiding landmark one. if you reached the red room then you may go to landmark one .
F ( landmark one & ~  orange room ),always avoid the orange room and go to landmark one .
F ( orange room & F ( purple room ) ),go to the purple room by first going through the orange room .
F ( blue room & F ( second floor ) ),go through the blue room to the second floor .
~   ( landmark three ) U ( green room ),avoid landmark three until navigating to the green room .
F ( purple room & F ( orange room ) ),go to the orange room through the purple room .
~   ( purple room ) U ( landmark two ),avoid the purple room until landmark two .
F ( second floor & F ( blue room ) ),go to the blue room through the second floor
F ( landmark three & ~  red room ),"always avoid the red room , go to landmark three ."
F ( second floor & ~  landmark two ),always avoid landmark two and go to the second floor .
F ( first floor & F ( landmark two ) ),go to the first floor then go landmark two .
F ( third floor & F ( green room ) ),go to the third floor and then go to the green room .
F ( yellow room & ~  purple room ),"go to yellow room , but do not go to purple room ."
F ( third floor & ~  red room ),go to third floor without going into the red room
F ( landmark two & F ( blue room ) ),go to landmark two and then go to the blue room .
~   ( landmark two ) U ( orange room ),go to or through the orange room always avoid going to the orange room through landmark two
F ( green room ) & G ( first floor ),stay on the first floor while going to the green room .
F ( red room & F ( third floor ) ),go to the third floor by first going through the red room .
F ( landmark one ) & G ( green room ),do directly to landmark one without leaving the green room .
F ( green room & ~  red room ),go to the green room and avoid the red room .
F ( purple room & F ( landmark three ) ),"go through the purple room , then make your way to landmark three ."
~   ( red room ) U ( landmark three ),go to landmark three avoiding the red room . then go to the red room or stay on landmark three .
F ( landmark two ) & G ( first floor ),go to landmark two while avoiding going through any other objects
F ( orange room ) & G ( second floor ),stay on the second floor while going to the orange room .
F ( purple room ) & G ( first floor ),proceed to the purple room without going to first floor .
F ( landmark two ) & G ( red room ),stay in the red room and go to landmark two and stop
F ( blue room & F ( landmark one ) ),navigate to the blue room then continue to landmark one .
